2019-01-03 14:52:23.898877,0,mari
2019-01-03 14:52:23.999828,0,mari
2019-01-03 14:52:24.100697,0,mari
2019-01-03 14:52:24.201527,0,mari
2019-01-03 14:52:24.302370,0,mari
2019-01-03 14:52:24.403419,0,mari
2019-01-03 14:52:24.505300,0,mari
2019-01-03 14:52:24.607606,0,mari
2019-01-03 14:52:24.708698,0,mari
2019-01-03 14:52:24.809560,0,mari
2019-01-03 14:52:24.910496,0,mari
2019-01-03 14:52:25.011414,0,mari
2019-01-03 14:52:25.112261,0,mari
2019-01-03 14:52:25.213194,0,mari
2019-01-03 14:52:25.314043,0,mari
2019-01-03 14:52:25.414851,0,mari
2019-01-03 14:52:25.515726,0,mari
2019-01-03 14:52:25.616616,0,mari
2019-01-03 14:52:25.717288,0,mari
2019-01-03 14:52:25.817840,0,mari
2019-01-03 14:52:25.918431,0,mari
2019-01-03 14:52:26.019094,0,mari
2019-01-03 14:52:26.119916,0,mari
2019-01-03 14:52:26.221109,0,mari
2019-01-03 14:52:26.322120,0,mari
2019-01-03 14:52:26.422903,0,mari
2019-01-03 14:52:26.523651,0,mari
2019-01-03 14:52:26.624426,0,mari
2019-01-03 14:52:26.725078,0,mari
2019-01-03 14:52:26.825535,0,mari
2019-01-03 14:52:26.925976,0,mari
2019-01-03 14:52:27.026501,0,mari
2019-01-03 14:52:27.127163,0,mari
2019-01-03 14:52:27.227579,0,mari
2019-01-03 14:52:27.328057,0,mari
2019-01-03 14:52:27.428747,0,mari
2019-01-03 14:52:27.529471,0,mari
2019-01-03 14:52:27.630392,0,mari
2019-01-03 14:52:27.731425,0,mari
2019-01-03 14:52:27.832097,0,mari
2019-01-03 14:52:27.932627,0,mari
2019-01-03 14:52:28.033355,0,mari
2019-01-03 14:52:28.134022,0,mari
2019-01-03 14:52:28.234581,0,mari
2019-01-03 14:52:28.335248,0,mari
2019-01-03 14:52:28.435737,0,mari
2019-01-03 14:52:28.536391,0,mari
2019-01-03 14:52:28.637018,0,mari
2019-01-03 14:52:28.737697,0,mari
2019-01-03 14:52:28.838522,0,mari
